"tractid","year","totalpop","households","pcthhchild","pctind_finance","pctind_professional","pctocc_profmanage","pctcollege","pctinc_0_10K","pctinc_10K_15K","pctinc_15K_20K","pctinc_20K_25K","pctinc_25K_30K","pctinc_30K_35K","pctinc_35K_40K","pctinc_40K_45K","pctinc_45K_50K","pctinc_50K_60K","pctinc_60K_75K","pctinc_75K_100K","pctinc_100K_125K","pctinc_125K_150K","pctinc_150K_more","medhhincome","pctpoverty","pctpublicassist","units","pctown","pctrent","pctvacant","medianvalue","pctrent_0_300","pctrent_300_600","medianrent","pctincomerent_30_more","medianpctincomerent","pctinc_mortgage_30_more","pctinc_nomortgage_30_more","pctsameres","pctrent_600_800","pctrent_800_1000","pctrent_1000_1250","pctrent_1250_1500","pctrent_1500_2000","pctrent_2000_more","pctunits_newres","pctrent_600_750","pctrent_750_1000","pctrent_1000_more","pctind_info","pctunits_newres_2010","pctunits_newres_2000"
25017332300,1990,6882,2409,33.06,7.64,24.83,37.99,31.46,2.38,0.76,0.67,0.59,1.67,2.59,2.84,2.71,2,6,10.05,15.35,17.35,12.97,22.14,103144,2.59,4.88,2464,77.17,22.83,2.23,328493,0.36,0.73,1492,38.91,26.799999,14.63,1.93,68.71,,,,,,,38.36,0.73,1.45,96,,,
25017332400,1990,2552,816,35.71,6.69,31.77,31.91,28.19,2.64,1,1.25,2.26,2.01,0.63,0.88,1.89,1.38,4.15,8.79,16.08,15.2,13.82,28.27,111874,4.99,2.39,824,89.83,10.17,0.97,330453,0,1.2,1702,10.84,20.700001,16.12,2.85,72.46,,,,,,,26.22,3.61,6.02,83.13,,,
25017333100,1990,7032,2678,32.68,8.11,27.94,35.5,31.17,1.94,0.9,0.94,1.27,2.01,2.09,1.83,2.17,3.52,5.91,11.51,20.55,14.84,10.99,19.47,95458,2.37,1.76,2802,68.55,31.45,4.21,336691,0,0.72,1435,37.05,22.200001,14.94,1.04,68.71,,,,,,,39.46,1.56,2.64,95.2,,,
25017333200,1990,4959,1879,34.12,9.28,26.53,30.09,20.96,4.68,2.55,2.93,3.21,2.66,3.42,2.33,2.93,1.58,9.56,9.62,15.65,12.66,9.24,16.96,83414,3.9,3.97,1955,63.65,36.35,3.89,304787,3.81,5.71,1230,32.65,23.1,17.52,7.38,71.18,,,,,,,34.8,6.44,10.83,71.3,,,
25017333300,1990,4023,1607,30.8,5.77,22.95,28.23,20.37,2.11,4.28,4.52,4.77,3.47,3.65,4.09,5.51,5.45,8.67,12.83,17.78,7.99,5.08,9.73,64465,6.06,5.45,1715,48.66,51.34,6.3,286785,4.24,6.3,1191,39.03,24.9,21.95,10.37,60.88,,,,,,,44.24,7.15,11.88,68.36,,,
25017333400,1990,6003,2124,34.07,9.18,27.23,30.83,20.19,2.93,2.41,2.46,2.18,1.8,2.65,3.31,4.25,3.65,7.76,11.83,19.58,13.58,7.57,13.91,80440,6.73,6.86,2198,64.17,35.83,3.37,298727,7.81,7.68,1280,33.78,26.4,14.07,5.16,60.01,,,,,,,43.97,3.71,6.23,70.46,,,
25017333500,1990,8428,3107,33.64,7.94,25.91,29.9,23.16,4.86,3.97,3.75,3.26,3.62,3.07,3,1.99,2.15,4.11,13.26,15.7,10.52,9.87,16.97,78815,6.63,5.02,3246,61.99,38.01,4.28,295162,7.54,8.81,1189,32.35,23,19.02,4.72,58.02,,,,,,,49.34,6.69,11.26,64.18,,,
25017333600,1990,5707,2155,34.2,6.49,23.34,32.06,24.22,2.18,3.86,3.62,3.11,3.11,1.95,4.27,4.37,3.49,7.3,8.04,15.24,17.57,7.76,14.08,80690,4.7,5.16,2260,55.49,44.51,4.96,300331,6.63,6.74,1342,33.26,24.299999,19.25,3.24,62.21,,,,,,,47.3,3.58,6,75.16,,,
25017334100,1990,5427,1785,39.12,9.67,31.31,42.17,43.64,0.57,1.14,0.97,1.02,1.93,1.76,2.6,1.59,1.36,3.97,7.66,16.73,13.84,12.48,32.39,114696,0.22,1.59,1803,89.64,10.36,0.94,406739,0,2.16,1511,29.19,22.299999,18.36,5.41,71.16,,,,,,,25.76,4.32,7.57,77.3,,,
25017334200,1990,4074,1546,31.42,8.55,31.14,41.12,35.59,1.17,3.56,3.17,1.88,2.27,2.85,3.43,2.92,3.76,5.64,7.32,18.54,14.45,11.47,17.63,89209,1.88,2.2,1584,69.99,30.01,2.4,348277,12.28,12.07,1110,31.25,23.9,19.13,5.01,67.16,,,,,,,36.74,5.6,9.27,57.11,,,
25017334300,1990,6912,2267,34.68,11.24,27.95,43.28,34.95,1.97,1.32,1.36,1.84,2.15,1.84,1.84,2.76,3.6,5,7.98,12.93,13.28,10.87,31.35,108968,1.59,2.81,2307,89.63,10.37,1.73,376617,18.72,16.6,674,20,24.799999,21.56,3.89,73.24,,,,,,,28.5,4.68,8.09,41.28,,,
25017334400,1990,6135,2337,31.39,8.69,28.4,35.98,33.52,2.97,3.15,3.11,2.56,2.34,3.15,2.47,2.38,3.53,6.25,8.93,18.11,10.59,10.37,20.11,83410,4.48,3.57,2414,74.54,25.46,3.19,341682,5.38,6.22,1321,43.03,28.700001,21.86,5.75,64.8,,,,,,,41.72,4.71,7.9,70.59,,,
25017335100,1990,6443,2520,32.07,6.62,23.56,32.26,25.89,4.86,2.92,3.12,3.44,2.11,1.54,3.53,4.01,2.92,6.33,11.23,16.21,13.82,8.51,15.4,79188,5.02,5.47,2585,63.17,36.83,2.51,335800,3.88,6.25,1191,31.36,22.9,13.39,3.7,72.25,,,,,,,34.56,7.54,12.61,66.16,,,
25017335200,1990,5790,2106,35.3,10.21,30.6,40.03,31.58,1.51,2.31,2.31,2.69,2.79,2.98,5.15,3.87,3.02,4.67,5.62,12.32,15.11,12.56,23.14,100976,3.02,5.43,2148,76.45,23.55,1.96,353446,8.67,10.28,1137,44.35,28.5,19.36,5.68,71.51,,,,,,,36.32,8.06,13.51,59.68,,,
25017335300,1990,7803,3013,32.64,9.1,24.89,29.31,20.55,4.46,4.07,4.1,3.97,3.66,3.46,3.64,3.5,3.04,6.77,11.74,15.58,10.41,7.64,13.98,71614,5.63,5.67,3097,67.01,32.99,2.71,335800,9.32,10.13,1232,33.54,24.6,17.81,8.97,68.37,,,,,,,37.04,6.48,10.94,61.9,,,
25017335400,1990,4789,1657,34.06,9.86,29.21,34.81,28.43,1.94,2.74,2.62,1.94,1.4,1.82,4.01,3.77,2.56,5.48,14.29,17.39,13.19,7.9,18.91,84680,1.93,4.74,1690,84.49,15.51,1.95,325819,0.78,3.11,1255,52.14,32.299999,20.19,10.06,71.04,,,,,,,27.82,5.84,9.73,74.32,,,
25017336100,1990,6102,2479,32.15,10.11,33.59,38.29,35.05,3.87,5.7,5.09,3.17,2.93,1.58,3.17,3.05,2.35,6.75,7.08,15.25,12.16,10.57,17.28,83617,2.81,4.23,2562,62.65,37.35,3.24,356119,20.5,18.1,996,31.19,23.799999,10.63,1.24,69.56,,,,,,,39.61,4.58,7.74,45.8,,,
25017336200,1990,6465,2214,33.24,14.82,31.34,45.22,37.89,0.62,1.64,1.46,0.84,0.62,0.57,1.41,2.53,4.07,8.31,9.38,13.62,14.77,12.12,28,107433,1.53,4.69,2272,84.33,15.67,2.55,400501,0,2.88,1378,25.94,22.1,18.12,3.2,77.72,,,,,,,27.01,6.92,11.24,78.96,,,
25017336300,1990,6930,2479,35.37,9.56,31.63,36.33,29.54,2.17,3.28,3.68,3.8,1.8,2.99,3.28,2.5,2.66,6.66,10.18,18.4,12.47,8.83,17.34,88264,3.84,3.35,2526,80.15,19.85,1.86,330810,3.66,7.52,1173,58.53,35,19.63,2.53,75.12,,,,,,,28.07,10.77,18.29,55.28,,,
25017336400,1990,8653,3769,27.23,11.02,29.29,36.08,25.7,5.65,4.52,4.55,3.97,3.15,3.54,4.07,4.17,4.01,7.98,11.31,13.05,11.07,7.69,11.28,65656,7.56,5.97,3937,46.38,53.62,4.27,332592,6.83,9.25,1118,36.27,26.299999,14.22,8.66,63.67,,,,,,,42.05,9.05,15.19,58.44,,,
25017337100,1990,8224,2973,34.85,10.21,27.06,33.4,25.79,3.78,4.21,3.68,2.31,2.58,1.51,2.38,3.04,2.85,4.25,9.6,18.37,14.85,10.04,16.56,88593,5.5,3.71,3073,74.81,25.19,3.25,350059,16.56,15.22,1100,26.17,21.700001,19.49,4.36,75.16,,,,,,,33.4,5.07,8.41,53.81,,,
25017337200,1990,8445,3545,27.87,8.93,25.62,30.85,22.26,3.94,3.02,3.72,5.19,3.5,4.42,4,2.41,2.83,5.72,10.17,15.07,13.67,9.1,13.25,76517,5.61,4.48,3645,63.5,36.5,2.74,354159,4.48,6.34,1274,44.59,28.6,17.6,6.89,67.45,,,,,,,36.73,6.65,11.13,69.47,,,
25017337300,1990,5534,2109,31.77,10.65,28.91,35.3,25.31,3.13,3.09,2.99,2.42,2.52,2.94,3.61,4.42,3.8,7.26,9.73,19.37,14.91,8.78,11.02,78290,3.38,4.7,2197,57.52,42.48,4.01,307282,0.67,2.34,1385,44.53,28.4,21.43,12.42,64.7,,,,,,,43.81,4.35,7.25,84.15,,,
25017338100,1990,2877,1034,33.99,6.24,33.11,43.8,43.75,1.3,1.2,1.59,2.48,1,1.29,1.69,1.98,2.78,7.05,9.43,15.19,9.93,12.21,30.78,109076,1.95,2.68,1068,80.27,19.73,3.18,432405,0,3.43,1586,19.6,19.200001,17.72,3.81,68.19,,,,,,,33.65,8.33,13.73,72.06,,,
25017338200,1990,3621,1351,29.88,11.16,33,41.59,39.55,2.73,2.5,2.58,2.5,1.74,1.81,1.74,2.19,4.4,10.38,11.67,18.18,12.5,10.15,15.08,82563,7.94,5.23,1433,57.07,42.93,5.72,338652,3.45,4.31,1429,35.69,25.700001,24.24,4.99,44.5,,,,,,,56.62,3.62,6.03,78.62,,,
25017338300,1990,3013,1158,30.6,11.82,45.39,58.49,64.34,2.18,3.23,3.32,2.88,1.74,1.83,0.7,1.05,1.57,4.62,6.8,7.59,6.71,8.28,47.6,142004,1.92,2.62,1201,75.04,24.96,3.58,628823,10.03,9.34,1772,23.53,22.9,19.25,4.98,71.3,,,,,,,32.99,3.46,5.54,67.82,,,
25017338400,1990,5586,1850,36.13,11.26,37.84,55.78,61.12,1.2,0.66,0.49,0.33,1.19,1.52,1.52,1.04,0.55,2.01,4.34,9.39,8.52,10.42,56.76,162893,0.88,0.27,1909,95.35,4.65,3.14,655381,0,2.33,1765,26.74,19.5,21.24,2.46,73.25,,,,,,,26.06,4.65,8.14,73.26,,,
25017338500,1990,5171,1889,33.28,12.35,40.94,57.27,59.56,2.59,1.75,1.59,0.6799999,0.69,0.89,1.06,1.06,1.69,4.34,6.88,11.75,12.91,9.84,42.17,127878,1.85,2.49,1948,80.36,19.64,3.03,515999,9.43,8.89,1447,16.71,20.799999,11.42,3.86,71.73,,,,,,,33.88,3.23,5.66,69.81,,,
25017339100,1990,6340,2805,24.98,11.12,28.93,37.88,29.94,4.31,8.04,7.16,3.5,2.22,2.65,3.5,2.76,1.45,4.24,10.1,14.58,8.61,8.79,18.18,75179,5.56,6.42,2891,58.07,41.93,2.97,364140,19.9,18.28,845,39.38,27,18.45,9.27,67.55,,,,,,,38.93,6.12,10.29,42.6,,,
25017339200,1990,6761,2324,31.93,9.32,33.91,42.56,33.05,2.62,1.18,1.39,2.2,2.41,2.36,2.07,1.99,2.49,7.57,8.37,15.13,13.23,12.98,23.96,99991,1.94,4.27,2391,81.5,18.5,2.8,373409,3.02,4.65,1444,34.42,24.4,16.52,7.1,73.34,,,,,,,27.15,5.12,8.84,72.33,,,
25017339300,1990,3017,1196,27.48,8.1,36.77,41.67,33.82,4.13,6.36,5.53,2.56,2.06,1.32,2.56,3.88,5.2,8.09,9.58,15.77,13.71,8.34,11.07,73107,5.96,9.74,1251,52.34,47.66,4.4,298549,7.19,8.77,1191,41.93,27.9,17.66,3.13,59.78,,,,,,,43.06,7.19,11.93,61.23,,,
25017339400,1990,3824,1505,29.03,10.29,29.14,29.14,22.18,4.91,5.45,5.38,4.78,3.63,3.9,3.57,2.42,4.57,5.59,9.62,17.89,10.69,9.15,8.47,67336,10.76,4.24,1575,40.93,59.07,4.44,296053,10.24,11.36,1144,42.52,26.799999,21.17,0,65.3,,,,,,,38,7.54,12.71,57.48,,,
25017339500,1990,5687,1612,22.38,10.27,39.49,27.38,24.9,3.79,2.9,2.9,2.91,2.78,3.16,4.16,4.29,2.85,6.7,10.1,18.88,12.69,8.9,13.01,80162,8.43,2.78,1692,55.09,44.91,4.73,300331,2.9,5.66,1278,31.9,23.5,22.09,3.1,45.71,,,,,,,39.76,7.87,13.12,68.37,,,
25017339600,1990,5233,2118,28.28,10.2,23.48,29.32,21.88,4.93,4.75,4.61,3.02,1.11,2.56,4.88,5.12,4.32,10.83,12.09,17.58,8.98,6.28,8.88,65867,7.6,4.28,2233,44.76,55.24,5.15,310669,1.62,4.27,1255,40.09,25.6,22.87,8.97,53.63,,,,,,,50.9,6.92,11.54,71.62,,,
25017339700,1990,4150,1617,32.84,8.87,21.82,20.52,15.8,6.02,4.84,4.78,4.59,3.98,2.79,4.66,3.92,3.54,7.33,11.42,20.11,11.36,4.28,6.39,64843,11.97,8.44,1686,43.48,56.52,4.09,302648,7.22,9.3,1150,30.53,23.299999,30.28,13.3,66.65,,,,,,,37.29,8.53,14.22,58.75,,,
25017339800,1990,7345,3128,26.79,10.75,31.25,25.8,19.86,5.54,5.06,4.61,3.28,4.06,4.54,4.06,4.22,5.12,7.28,10.24,15.3,11.37,6.09,9.31,63327,6.88,7.21,3256,48.15,51.85,3.93,301044,8.38,10.48,1091,42.66,26.6,17.66,7.6,59.13,,,,,,,48.63,9.19,15.41,54.81,,,
25017339900,1990,5471,2065,32.42,9.91,24.15,26.1,18.06,5.14,2.61,2.86,3.06,1.93,2.03,3.41,3.46,2.28,8.4,12.1,19.56,13.53,9.58,10.17,78768,6.48,6.12,2106,48.53,51.47,3.42,311916,1.43,3.34,1285,32.28,23.299999,21.5,3.97,60.63,,,,,,,41.25,5.16,8.6,81.47,,,
25017340000,1990,2575,1041,29.67,10.33,20.41,26.05,17.99,8.98,3.94,4.04,4.13,3.94,3.3,3.66,2.38,4.67,8.89,11.64,15.12,12.37,6.51,6.14,64153,8.51,5.22,1119,49.63,50.37,4.2,297836,5.74,8.52,1125,39.63,26.200001,15.73,12.9,61.23,,,,,,,44.78,9.07,15.19,60.56,,,
25017340100,1990,7004,2418,33.58,9.66,28.13,27.93,20.35,4.49,2.78,2.66,2.95,4.2,3.08,3.04,3.16,3.78,10.19,10.31,13.38,11.39,9.85,14.88,73618,6.62,4.7,2450,88.34,11.66,1.31,309421,1.42,4.96,1367,29.44,25.200001,21.32,7.23,75.3,,,,,,,23.7,8.87,14.89,65.96,,,
25017341100,1990,8170,3401,27.5,13.85,24.83,32.51,26.88,4.32,4.99,4.25,2.43,4.14,3.81,4.29,4.26,4.08,9.02,10.79,15.2,10.05,6.77,11.59,67385,5.38,3.87,3720,44.25,55.75,8.58,311203,6.59,9.7,1069,36.19,25.9,21.18,6.79,59.19,,,,,,,46.49,10.5,17.62,54.27,,,
25017341200,1990,6253,2526,31.62,11.5,26.75,24.14,16.64,7.4,6.42,5.67,3.1,3.38,3.47,3.9,4.72,4.1,6.8,12.51,12.27,11.57,6.96,7.79,60890,9.58,7.4,2610,42.32,57.68,3.22,282864,5.63,7.62,1232,46.74,28.9,21.27,17.4,56.44,,,,,,,46.12,7.34,12.35,65.68,,,
25017341300,1990,4161,2150,20.28,13.31,25.33,30.14,22.24,8.54,6.66,6.15,4.79,6.14,4.64,4.21,4.5,3.8,10.31,12.8,14.21,5.3,4.03,3.98,50617,9.94,6.19,2306,17.07,82.93,6.76,286428,13.07,13.46,1057,43.08,28.6,12.24,5.61,43.22,,,,,,,63.34,7.4,12.45,51.82,,,
25017341400,1990,5785,2249,28.49,14.11,29.18,31.09,21,4.03,2.67,2.76,3.46,4.99,5.17,4.12,4.51,4.38,8.02,13.45,19.5,11.74,6.75,4.51,66614,7,8.68,2354,48.82,51.18,4.46,269318,2.26,6.08,1189,37.71,26.799999,14.77,6.44,59.17,,,,,,,46.11,9.9,16.59,63.77,,,
25017341500,1990,4349,1560,32.1,13.74,17.54,24.15,19.87,2.04,4.59,4.27,2.49,2.35,3.96,4.4,4.91,6.06,8.67,11.79,18.93,12.17,7.39,5.99,67184,8.41,8.6,1662,42.31,57.69,6.14,267892,2.33,4.67,1319,42.11,26.700001,22.52,8.78,56.26,,,,,,,48.01,6.56,11.11,73.78,,,
25017341600,1990,6131,2472,29.83,11.91,27.07,31.63,23.8,2.51,5.11,4.95,3.53,1.94,2.72,3.24,2.68,3.89,7.79,10.95,17.92,14.07,9.16,9.61,75931,6.39,4.66,2574,50.04,49.96,3.96,293023,5.86,8.71,1144,28.15,24,19.73,5.76,61.45,,,,,,,43.16,9.44,15.87,58.34,,,
25017341700,1990,5440,2126,32.24,18.12,25.82,24.46,16.31,2.92,6.22,6.13,4.62,2.18,3.36,3.55,3.26,2.68,7.54,11.53,16.63,12.6,5.4,11.53,68965,2.76,4.82,2211,59.17,40.83,3.84,279655,15.55,15.21,1020,35.72,27.200001,15.95,7.44,68.6,,,,,,,35.89,7.14,11.87,46.08,,,
25017341800,1990,6504,2561,34.15,12.52,23.86,25.63,16.38,7.3,7.78,7.06,3.96,3.73,3.85,3.88,4.48,3.45,6.47,9.48,13.72,9.2,5.63,10.07,57941,10.99,11.82,2655,36.39,63.61,3.54,288389,11.41,13.19,939,42.23,26.700001,14.32,2.7,58.2,,,,,,,47.13,9.93,16.65,47.84,,,
25017341900,1990,7091,2876,28.44,12.84,20.57,30.11,16.11,5.81,3.49,3.11,2.24,3.32,3.04,3.99,4.58,3.67,8.56,15.03,18.32,8.81,7.24,8.88,65837,8.22,4.61,3125,47.08,52.92,7.97,290171,5.52,5.98,1474,40.21,25.799999,23.58,9.61,55.37,,,,,,,51,3.88,6.57,77.33,,,
25017342100,1990,7760,3114,32.26,12.35,25.02,22.67,13.04,8.23,6.51,5.79,3.52,3.67,2.57,3.8,5.13,4.78,8.09,10.6,15.96,9.43,5.27,6.6,57467,9.83,6.76,3250,43.87,56.13,4.18,288033,11.38,13.27,966,35.98,23.6,18.77,3.31,65.96,,,,,,,36.73,10.01,16.76,46.45,,,
25017342200,1990,7709,3152,30.39,12.09,23.06,16.85,9.35,5.16,4.43,4.72,4.97,4.49,5.91,5.47,5.06,5.12,9.45,8.35,15.62,11.48,5.15,4.62,54534,8.14,7.69,3314,45.05,54.95,4.89,271813,6.29,9.01,1098,42.26,26.799999,14.59,3.21,61.67,,,,,,,45.46,9.41,15.76,58.31,,,
25017342300,1990,5746,2318,30.68,11.84,28.65,22.48,10.07,5.36,4.61,4.05,2.18,3.62,5.27,3.66,3.4,5.83,11.85,10.45,19.16,10.02,4.79,5.84,60107,8.47,11.02,2480,44.31,55.69,6.53,283398,1.47,5.89,1107,28.12,24.700001,20.7,4.3,65.15,,,,,,,37.32,11.08,18.59,59.72,,,
25017342400,1990,4196,1700,28,10.4,22.19,19.13,12.38,7.24,6.12,5.95,4.24,3.65,6,4.47,3.47,4.24,10.65,13.01,14.54,7.59,3.3,5.3,54300,13.27,9.24,1846,34.18,65.82,7.91,274130,3.93,7.86,1089,41.47,25.200001,31.36,8.18,56.08,,,,,,,49.77,11.17,18.68,55.85,,,
25017342500,1990,5702,2386,30.31,12.45,24.73,22.19,12.14,7.74,5.92,5.5,4.4,5,4.7,4.35,3.89,3.05,6.85,11.55,18.82,7.53,4.36,6.26,58155,11.52,9.94,2552,38.68,61.32,6.5,246681,2.6,6.84,1093,45.11,28.1,21.27,15.16,63.29,,,,,,,42.75,11.28,18.87,57.42,,,
25017342600,1990,3491,1470,29.65,14.9,23.05,22.99,13.37,3.85,6.98,6.43,3.29,1.75,4.62,4.48,2.8,4.54,6.22,12.09,19.36,12.51,6.5,4.75,66735,8.27,10.2,1568,36.02,63.98,4.91,279655,3.77,6.39,1210,39.73,24.5,21.99,4.26,66.4,,,,,,,47.35,8.07,13.52,65.93,,,
25017342700,1990,1097,388,32.45,16.75,9.85,24.79,4.92,6.04,3.72,2.79,1.86,4.42,5.82,10.69,7.44,2.09,11.16,15.81,17.91,5.58,3.26,1.16,56361,4.55,0,406,41.42,58.58,9.61,239908,0,6.51,1014,46.51,31.299999,35.38,0,84.38,,,,,,,34.06,14.88,24.65,54.42,,,
25017350100,1990,7624,3054,30.67,8.32,27.68,26.56,20.46,6.67,6.24,6.38,5.64,3.02,3.45,4.38,3.02,4.31,8.7,12.04,14.8,8.79,5.24,7.3,57950,15.1,10.65,3227,29.63,70.37,5.36,271100,9.17,10.75,1125,37.83,25.9,9.09,10.05,55.4,,,,,,,50,8.24,13.87,56.72,,,
25017350200,1990,6792,2598,29.27,8.38,28.88,29.54,28.1,3.79,5.26,4.95,3.44,2.55,4.33,5.77,4.72,3.86,8.74,13.46,13.77,7.93,7.08,10.36,62594,8.42,7.85,2726,36.1,63.9,4.7,278051,3.25,5.84,1212,40.48,27.299999,5.86,21.98,50.89,,,,,,,49.54,7.59,12.77,69.7,,,
25017350300,1990,2577,983,29.98,6.83,26.96,21.85,12.88,3.3,5.92,5.41,4.51,5.62,3.8,3.5,4.71,5.12,9.72,11.02,19.14,7.72,5.71,4.71,57170,8.85,8.82,1087,48.94,51.06,8.83,274130,5.73,6.72,1235,47.04,29.1,28.21,10.68,58.8,,,,,,,45.11,5.14,8.7,73.52,,,
25017350400,1990,6049,2364,24.64,8.34,37.65,40.94,38.92,2.63,3.22,3.52,3.81,2.07,1.19,2.42,3.78,4.53,10.76,13.14,17.13,13.44,7.84,10.47,72669,9.86,4.92,2432,34,66,3.12,326710,3.54,5.98,1219,36.34,24.9,13.27,11.22,52.77,,,,,,,54.67,7.4,12.48,69.13,,,
25017350500,1990,1764,721,22.67,6.26,47.96,40.62,48.14,3.36,2.24,2.52,3.5,3.08,3.36,5.32,7.42,4.62,3.78,13.57,17.2,13.43,6.71,10.07,70567,10.99,5.73,715,33.58,66.42,4.62,327245,2.21,4.42,1403,43.71,26.9,21.18,0,44.94,,,,,,,56.59,6.18,10.38,75.28,,,
25017350600,1990,4393,1065,13.65,6.57,52.89,37.89,35.7,3.3,3.31,3.87,4.82,2.55,3.4,5.29,3.11,3.21,5.85,8.5,16.05,13.22,8.5,15.11,77811,14.45,3.02,1129,37.05,62.95,2.21,390341,0.29,2.88,1405,43.16,27.200001,32.26,0,28.15,,,,,,,45.92,6.33,10.65,79.14,,,
25017350700,1990,6179,2721,23.95,13.73,32.41,29.44,28.32,6.89,7.11,6.24,3.77,4.79,4.1,4.83,3.88,4.72,6.85,10.16,13.38,8.2,6.2,8.92,55348,12.84,8.16,2824,25.98,74.02,3.65,370913,8.44,11.52,945,39.82,26.299999,0,9.76,56.45,,,,,,,47.77,11.37,19.12,47.82,,,
25017350800,1990,1920,760,22.89,11.95,35.29,36.38,36.98,2.8,3.22,4.49,6.31,2.1,2.1,2.1,3.92,4.2,8.28,21.04,11.22,11.08,5.75,11.36,68454,7.83,4.21,782,42.84,57.16,4.48,349881,0,3.51,1406,41.92,27.4,7.25,21.74,54.62,,,,,,,45.78,8.2,13.82,72.6,,,
25017350900,1990,3281,1479,19.79,7.12,45.28,42.21,48.36,5.04,2.46,3.05,4.11,2.99,4.91,4.51,2.39,4.39,11.23,11.69,16.48,10.76,7.24,8.7,67449,5.69,3.46,1550,28.02,71.98,3.74,332236,0.93,4.38,1232,37.61,24.4,18.55,8.06,46.94,,,,,,,54.7,8.38,14.15,70.67,,,
25017351000,1990,6829,2935,22.21,5.95,47.84,40.79,44.16,5.21,2.02,2.33,2.63,2.06,4.48,4.9,4.9,5.55,12.91,14.39,15.76,10.17,5.55,7.13,63019,10.44,5.52,3045,28.93,71.07,3.61,312273,1.29,4.17,1337,40.27,26.700001,14.03,0,46.2,,,,,,,54.79,7.33,12.37,73.49,,,
25017351100,1990,5920,2400,20.44,4.5,43.31,37.87,38.28,3.33,3.7,3.33,2.21,3.12,3.99,4.37,3.37,4.41,11.07,9.65,21.68,10.28,7.41,8.07,71108,8.63,2.7,2530,32.29,67.71,5.14,300866,3.32,6.52,1233,35.26,24,12.18,5.9,51.92,,,,,,,51.87,9.17,15.38,64.37,,,
25017351200,1990,8609,3413,22.2,5.67,38.7,33.39,33.48,5.96,3.7,3.96,4.7,4.4,4.66,4.93,4.85,4.2,8.08,12.74,19.81,8.16,5.2,4.75,60685,14.79,6.11,3579,27.48,72.52,4.64,258623,2.75,5.05,1328,47.63,29.700001,9.52,9.05,43.61,,,,,,,56.46,6.75,11.35,72.32,,,
25017351300,1990,4437,1966,19.45,6.24,34.07,31.25,26.41,7.84,7.29,7.19,5.07,2.63,4.12,6.75,6.45,4.57,10.08,10.12,11.41,6.95,4.76,4.76,48188,10.2,10.37,2087,23.55,76.45,5.8,335087,10.98,12.51,1041,47.77,29.4,10.43,7.83,47.11,,,,,,,55.95,9.05,15.24,51.76,,,
25017351400,1990,7804,2926,29.11,7.92,24.38,17.61,14.18,6.33,6.66,6.05,4.56,5.54,4.38,5.16,4.76,4.76,7.82,10.57,13.6,10.03,4.89,4.89,51604,12.85,13.73,3115,30,70,5.52,253633,9.81,11.6,1068,44.47,28.200001,24.94,5.49,50.86,,,,,,,54.43,9.08,15.24,53.79,,,
25017351500,1990,2032,934,23.76,6.01,31.55,24.12,18.63,6.04,12.3,11.44,6.15,3.02,3.99,2.92,3.35,5.28,6.48,7.23,16.4,5.61,3.13,6.69,46184,15.85,11.33,958,30.32,69.68,4.28,315125,17.68,16.9,1014,52.58,31.799999,53.85,0,49.89,,,,,,,57.58,7.04,11.74,44.29,,,
25017352100,1990,2098,975,17.65,8.53,31.7,40.31,38.7,3.05,4.14,4.63,6.6,5.12,3.54,4.04,2.76,2.66,9.65,11.02,15.85,6.1,5.12,15.55,64373,3.72,6.1,1226,37.32,62.68,21.53,218520,9.62,12.27,948,27.53,21.299999,9.18,0,42.66,,,,,,,60.4,10.95,18.41,47.6,,,
25017352200,1990,1736,926,19.86,9.14,37.81,26.32,22.05,6.75,13.5,11.57,4.34,3.38,3.5,5.91,5.31,3.26,6.26,10.48,7.47,9.16,6.14,2.53,40435,7.1,19.28,1047,18.74,81.26,12.32,262544,25.2,23.59,595,34.19,27.700001,13.56,23.73,53.45,,,,,,,48.36,8.85,14.88,26.68,,,
25017352300,1990,1946,832,22.66,7.48,36.68,32.17,38.89,7.05,5,4.32,2.28,3.07,4.43,5.11,4.89,4.55,7.62,8.07,17.84,9.09,6.36,10.45,63225,7.74,9.2,924,39.39,60.61,7.68,286428,13.73,14.31,995,38.1,24.9,5.74,22.13,48.42,,,,,,,54.05,8.51,14.12,47.39,,,
25017352400,1990,2108,711,42.6,2.34,35.9,24.62,22.67,11.06,8.82,7.98,5.74,7.28,7.7,7.84,4.76,3.08,10.64,9.94,7.42,2.8,2.52,2.38,35712,28.45,22.13,830,8.89,91.11,10.6,374834,23.37,23.22,665,38.9,27.9,22.22,0,36.5,,,,,,,62.94,11.24,18.93,23.08,,,
25017352500,1990,2636,1016,30.98,7.11,37.14,34.48,30.07,8.72,2.42,3.39,5.52,5.33,6.49,6.01,5.13,4.46,8.63,11.14,6.98,9.69,5.43,10.66,52351,12.47,8.43,1106,27.41,72.59,10.94,341860,7.97,10.91,993,37.77,24.5,25.3,0,61.18,,,,,,,43.86,11.05,18.6,49.09,,,
25017352600,1990,2664,958,33.9,3.26,34.06,21.62,15.68,5.81,4.25,4.67,4.36,1.87,3.31,3.74,3.53,4.25,15.98,14.83,15.04,9.85,4.36,4.46,59179,10.4,7.57,1019,28.6,71.4,5.99,315481,6.73,12.13,891,27.48,23.299999,0,0,58.56,,,,,,,40.81,15.79,26.46,38.01,,,
